Date ,Tweet,,,,,,,,,,Mention
7/30/15 1:02,"#EarthquakePH äó¢ Magnitude = 3.2 Depth = 3km Location: 16.57ŒÁN, 119.85ŒÁE - 020 km N 12ŒÁ W of Bolinao (Pangasinan)",,,,,,,,,,@philredcross 
7/24/16 6:19,24 Jul 2015 - 10:01:02pm Magnitude = 3.1 Depth =118km Location: Nasugbu (Batangas) | via @phivolcs_dost #EarthquakePH,,,,,,,,,,@philredcross 
7/14/16 0:39,Via @phivolcs_dost: No expected damage from 6.1-magnitude #earthquakePH off Davao Occidental; aftershocks expected:,,,,,,,,,,@govph
10/18/16 2:33,"Nasawi sa #earthquakePH, umabot na sa 173",,,,,,,,,,@gmanews
10/17/13 6:49,"NDRRMC: Casualties: 171 dead, 375 injured, 20 missing #earthquakePH",,,,,,,,,,@ABSCBNNews
10/17/13 14:31,"1,581 aftershocks ang naitala sa Bohol. 29 dito ang naramdaman as of 5AM. - @NDRRMC_OpCen #earthquakePH | via @dzIQ990",,,,,,,,,,@inquirerdotnet
10/17/13 2:38,"#TVPatrol Dalawang sinkhole, natagpuan sa bayan ng Calape sa Bohol. Report ni @HernelTocmo #earthquakePH",,,,,,,,,,@TVPatrol
10/17/13 1:15,UPDATE: 21 nawawala dahil sa #earthquakePH - @NDRRMC_OpCen. #NewsTVLive,,,,,,,,,,@gmanews
10/16/13 19:37,"NDRRMC: 671, 957 families or 3, 406, 227 persons affected;18,265 damage houses due to #VisayasQuake #earthquakePH",,,,,,,,,,@PhilippineStar
10/16/13 19:32,NDRRMC: 21 persons still missing #VisayasQuake #earthquakePH,,,,,,,,,,@PhilippineStar
7/21/14 20:19,"Bagyong #GlendaPH update as of July 21, 6pm) Dead - 97 Injured - 460 Missing - 6 Source: @NDRRMC_OpCen",,,,,,,,,,@Balitanghali11
10/16/13 4:00,Siyam na matatandang simbahan ang naapektuhan ng magnitude 7.2 na lindol sa Bohol at Cebu. #earthquakePH,,,,,,,,,,@24OrasGMA
1/1/15 15:30,"8 bayan sa timog na bahagi ng Cebu, isolated pa rin dahil sa mga pinsalang dulot ng bagyong #SeniangPH. | via @dzbb",,,,,,,,,,@IMReadyPH
1/1/15 13:09,"Nasa labas na ng PHL Area of Responsibility ang Low Pressure Area na dating #SeniangPH, ayon sa @dost_pagasa.",,,,,,,,,,@IMReadyPH
1/1/15 2:15,"Weather Update: Matapos manalasa sa Visayas at Mindanao, humina na at isa na lang low pressure area ang dating Bagyong #SeniangPH.",,,,,,,,,,@IMReadyPH
1/1/15 1:01,"Nasawi sa Bagyong #SeniangPH, umabot na sa 54   | via @gmanews",,,,,,,,,,@IMReadyPH
12/31/14 23:15,"Limang bayan sa Cebu, isinailalim sa state of calamity dahil sa pananalasa ng bagyong #SeniangPH .",,,,,,,,,,@dzbb
12/31/14 19:35,"Bago magpalit ang taon, naging low pressure area na lang muli ang Bagyong #SeniangPH, ayon sa @dost_pagasa.",,,,,,,,,,@IMReadyPH
1/4/15 12:58,Humina at isa na lang LPA ang #SeniangPH. Huli itong namataan ng @dost_pagasa sa 210 km SSE ng Puerto Princesa City.,,,,,,,,,,@IMReadyPH
1/4/15 12:27,"9 barangay sa Alcantara, Cebu, isolated dahil sa pagbahang may kasamang putik dulot ng Bagyong #SeniangPH #UnangHirit",,,,,,,,,,@UnangHirit
1/4/15 8:45,"29 patay sa landslide sa Samar, Leyte #SeniangPH",,,,,,,,,,@ABSCBNNews
1/4/15 6:56,"Lalo pang humina ang Bagyong #SeniangPH, isa na lamang itong LPA ngayon, ayon sa @dost_pagasa. | via @wengsalvacion @dzbb",,,,,,,,,,@gmanews
1/4/15 5:31,Nakataas ang signal no. 2 sa Palawan at Cuyo Island dahil sa Bagyong #SeniangPH.,,,,,,,,,,@gmanewstvteam
1/4/15 1:36,#TVPatrol NDRRMC: Bilang ng namatay sa bagyong #SeniangPH nasa 53 na. Ulat ni @Jorge_Carino,,,,,,,,,,@TVPatrol
12/30/14 23:58,"Bagyong #SeniangPH, lalo pang humina; S. Palawan, signal no. 1",,,,,,,,,,@DZMMTeleRadyo
12/30/14 23:40,#SeniangPH Signal No. 1 (4:30 PM) Southern Palawan,,,,,,,,,,@IMReadyPH
12/30/14 23:11,"Bilang ng namatay sa pananalasa ng bagyong #SeniangPH ,umakyat na sa 57; mahigit 50,000 na pamilya, apektado ng bagyo.",,,,,,,,,,@dzbb
12/30/14 21:41,"#SeniangPH UPDATE: As of 12:00 NN, huli itong namataan ng @dost_pagasa sa layong 250 km timog ng Cuyo, Palawan.",,,,,,,,,,@IMReadyPH
12/30/14 19:20,"Bilang ng mga nasawi sa pananalasa ng bagyong #SeniangPH, pumalo na sa 53 mula sa 35. äóñ @NDRRMC_OpCen | via @glenjuego @dzbb",,,,,,,,,,@gmanews
12/30/14 19:20,"52,000 pamilya, naapektuhan ng bagyong #SeniangPH, ayon sa @NDRRMC_OpCen. | via @glenjuego",,,,,,,,,,@gmanews
12/30/14 19:21,Aabot na sa 26 ang sugatan habang 8 pa ang nawawala sa pananalasa ng bagyong #SeniangPH. äóñ @NDRRMC_OpCen | via @glenjuego,,,,,,,,,,@gmanews
12/30/14 16:21,"NDRRMC: 35 dead, 26 injured, 8 missing due to #SeniangPH",,,,,,,,,,@News5AKSYON
12/30/14 14:43,#SeniangPH as of 5am: Signal #2 - Calamian Group of Islands and Cuyo Island Signal #1 - Palawan,,,,,,,,,,@News5AKSYON
12/30/14 14:03,"Bilang ng mga nasawi sa pananalasa ng Bagyong #SeniangPH, nasa 35 na, ayon kay NDRRMC Exec. Dir. Alex Pama. | via @dzbb",,,,,,,,,,@gmanews
12/30/14 13:27,"#SeniangPH, nananatili ang lakas; Palawan, signal no. 2",,,,,,,,,,@DZMMTeleRadyo
12/30/14 12:56,NDRRMC: 21 na ang kumpirmadong patay sa pananalasa ng Bagyong #SeniangPH sa Visayas at Mindanao #UnangHirit,,,,,,,,,,@UnangHirit
12/30/14 12:34,"Bagyong #SeniangPH, huling na-monitor ng @dost_pagasa sa layong 150 km southwest ng Cuyo, Palawan.",,,,,,,,,,@dzbb
12/30/14 12:31,"#SeniangPH posibleng landfall : Palawan mamayang hapon o gabi / Posibleng paglabas sa PAR: hapon bukas, Jan. 1 @dost_pagasa",,,,,,,,,,@IMReadyPH
12/30/14 5:55,"Signal #1: Calamian Group of Islands, Guimaras, Antique, southern Iloilo Signal #2: Cuyo Island & Palawan #SeniangPH",,,,,,,,,,@ANCAlerts
12/30/14 5:53,"#SeniangPH Signal no. 1 Luzon: Calamian Group of Islands Visayas: Guimaras, Antique and Southern Iloilo",,,,,,,,,,@InqNational
12/30/14 5:51,"#SeniangPH Signal no. 2 Luzon: Cuyo Island and Palawan, via @dost_pagasa",,,,,,,,,,@InqNational
12/30/14 5:14,"#AksyonTonite: Bilang ng nasawi dahil sa Bagyong #SeniangPH, umabot na sa 21 ayon sa NDRRMC",,,,,,,,,,@News5AKSYON
12/30/14 4:46,"4 ang nawawala sa Bohol, 4 sa Cebu, 1 sa Bukidnon at 1 sa Agusan del Norte; 17 katao ang naitalang nasugatan. | @_jamesagustin #SeniangPH",,,,,,,,,,@gmanews
10/23/15 13:26,22 OCT: Aerial photos of flooding in Central Luzon #LandoPH; Aurora and Isabela on state of calamity @NDRRMC_OpCen,,,,,,,,,,@dzrhnews
10/23/15 11:20,"(Oct. 23, 2015) NDRRMC: Update sa pinsala ng #LandoPH 2 provinces, 1 city, 9 municipalities under state of calamity @NDRRMC_OpCen",,,,,,,,,,@dzrhnews
10/23/15 9:20,"FLASH: State of calamity, idineklara na sa lalawigan ng La Union dahil sa pinsala ng bagyong #LandoPH. äóî La Union disaster officer",,,,,,,,,,@dzbb
10/23/15 5:40,"Low pressure area [dating bagyong #LandoPH], huling namataan sa layong 285 km silangan ng Basco, Batanes, ayon sa @dost_pagasa.",,,,,,,,,,@dzbb
10/23/15 5:29,"Bagyong #LandoPH, pinakamapaminsala sa mga bagyo na tumama sa bansa ngayong taon. #DobolBBalitangBalita",,,,,,,,,,@dzbb
10/22/15 12:18,"Bagyong #LandoPH, nag-iwan ng 41 patay at 78 sugatan, ayon sa NDRRMC.",,,,,,,,,,@dzbb
6/8/16 5:03,"Baha sa Maysilo, Mandaluyong magtatagal pa https://shar.es/1JrteK  | @jay_dones",,,,,,,,,,@dzlQ990
6/6/16 23:19,"Trapik, baha resulta ng biglaang pag-ulan - DZIQ Radyo Inquirer 990AM https://shar.es/1JWy5i  | @jay_dones",,,,,,,,,,@dzlQ990
5/24/16 12:07,"#RadyoPatrol Gutter-deep na baha, naitala sa Taft Avenue sa Maynila",,,,,,,,,,@DZMMTeleRadyo
5/24/16 9:05,"Baha sa Maysilo Circle sa Mandaluyong, lagpas-tuhod | via @dzmmPatrol44 #WeatherPatrol",,,,,,,,,,@DZMMTeleRadyo
5/20/16 21:52,"As of 9:50pm, gutter deep ang baha sa Quezon Ave westbound lane (Biak na Bato) | via @luisitosantos03",,,,,,,,,,@dzbb
5/18/16 20:30,"Halos gabinti na ang baha sa kanto ng Timog Avenue at Scout Tobias, Quezon City. | via @luisitosantos03 @dzbb",,,,,,,,,,@gmanewsbreaking
3/3/16 15:28,Lubog ngayon sa baha ang Camarines Norte State College sa Daet dahil sa patuloy na pagulan. | via @hero_peewee,,,,,,,,,,@gmanewsbreaking
2/11/16 7:22,"Baha dahil sa tumagas na tubo sa Sta. Mesa, Maynila umabot na sa Pureza St. | via @WILLIEBOYBLUE",,,,,,,,,,@dzrhnews
2/11/16 6:57,"Bahagi ng Ramon Magsaysay Blvd.,sa Sta. Mesa Maynila, baha na | via @JohnsonDZMM",,,,,,,,,,@DZMMTeleRadyo
2/11/16 6:44,Ilalim ng Pureza Stn ng LRT inabot na rin ng baha dulot ng water leak via @erwinaguilonINQ,,,,,,,,,,@dzlQ990
12/23/15 8:02,"Ilang bahagi ng Mandaluyong, baha pa rin ilang araw na lang bago ang Pasko | via @sherwinalfaro @MandaluyongPIO",,,,,,,,,,@dzrhnews
12/22/15 6:25,"Bgy. Dilaguidi, Dilasag, Aurora, lubog sa baha dahil sa patuloy na pag-ulan | via @Dennis_Datu",,,,,,,,,,@DZMMTeleRadyo
12/21/15 23:39,"Anim na bayan sa Bulacan, lubog pa rin sa baha - DZIQ Radyo Inquirer 990AM https://shar.es/1Gw8jm  | @kbdaenlle",,,,,,,,,,@dzlQ990
12/20/15 15:05,"Nasa 1,800 families ang nasa evacuation center dahil sa baha, ayon kay Mayor de Jesus.",,,,,,,,,,@dzbb
12/16/15 1:06,PAGASA: #BagyongNona Signal no. 2 Bataan Southern Zambales Batangas Cavite Lubang Island,,,,,,,,,,@NewsLightTV
12/16/15 1:04,PAGASA: #BagyongNona Signal no. 2 Bulacan Pampanga Tarlac Rest of Zambales,,,,,,,,,,@NewsLightTV
12/16/15 1:04,PAGASA: #BagyongNona<newline><newline>Signal no. 1<newline><newline>Metro Manila<newline>Laguna<newline>Rizal<newline>Northern Occidental Mindoro<newline>Northern Oriental Mindoro,,,,,,,,,,@NewsLightTV
12/15/15 3:30,"Signal #3: Oriental Mindoro, Occidental Mindoro, Lubang Island",,,,,,,,,,@PatnubayOnline
12/15/15 3:30,"Signal #2: Batangas, Cavite, Marinduque",,,,,,,,,,@PatnubayOnline
12/15/15 3:30,Signal #2: Romblon at Calamian Group of Islands,,,,,,,,,,@PatnubayOnline
12/15/15 3:31,"Signal #1: Metro Manila, Bataan, Southern Zambales, Bulacan, Laguna",,,,,,,,,,@PatnubayOnline
12/15/15 3:31,"Signal #1: Rizal, Quezon, Northern Palawan, Cuyo Island at Antique",,,,,,,,,,@PatnubayOnline
12/14/15 14:14,"Bagyong Nona, posibleng mag-landfall sa Mindoro ngayong umaga. #bagyongnona",,,,,,,,,,@TV5manila
12/14/15 14:13,Higit 500 pasahero #stranded sa #Batangas Port dahil sa Bagyong Nona.#bagyongnona,,,,,,,,,,@TV5manila
12/14/15 18:36,Wala ng supply ng kuryente sa ilang bahagi ng Sibuyan Island #bagyongnona,,,,,,,,,,@rpost2015
12/14/15 18:24,"Naramdaman na sa San Fernando, Romblon ang malakas na ulan na may kasamang hangin #bagyongnona",,,,,,,,,,@rpost2015
1/6/16 2:44,"Mga kalsada sa Infanta, Quezon, sira pa rin matapos matabunan ng landslides noong bagyong #NonaPH",,,,,,,,,,@TVPatrol
12/29/15 5:29,"Tatlong Islang sinalanta ni bagyong äóÈ#äó_NonaPHäóå sa Romblon, patuloy na bumabangon. Mga residente, mag diriwang ng bagong taong walang kuryente",,,,,,,,,,@RomblonNews
12/28/15 9:34,"100% ng Sibale Island, Romblon, winasak ng bagyong #NonaPH; tulong, kailangang-kailangan",,,,,,,,,,@DZMMTeleRadyo
12/29/15 2:46,"Bagsik ng bagyong #NonaPH, pagbagsak ng kisame sa sinehan, at pananakit sa bata, ilan sa ibinahagi ng Bayan Patrollers",,,,,,,,,,@TVPatrol
12/25/15 2:08,Inabutan na ng pasko ang bahang dulot ng Bagyong #NonaPH sa Bulacan,,,,,,,,,,@24OrasGMA
12/23/15 5:53,"Pinsala ni #NonaPH sa Sibale Romblon, halos sariwa parin isang linggo matapos na manalasa ang bagyo",,,,,,,,,,@RomblonNews
12/23/15 2:17,"Ang mga taga-Corcuera, Romblon, hirap pa ring bumangon mula sa pananalasa ni #NonaPH",,,,,,,,,,@24OrasGMA
12/22/15 23:10,"Nagbigay ng tulong na nagkakahalagang P100,000 ang LGU-Odiongan sa tatlong islang nasalanta ng bagyong #NonaPH.",,,,,,,,,,@RomblonNews
12/22/15 22:40,"Pagpapailaw sa bayan ng Corcuera, maaring abutin pa ng 2 buwan; ayon kay Vice Mayor Elmer Fruelda #NonaPH",,,,,,,,,,@GMAnewsbreaking
12/22/15 0:36,"Nasawi sa #NonaPH, umabot na sa 42",,,,,,,,,,@DZAR1026
12/21/15 7:12,"Emergency shelter repair para sa mga nasalanta ng bagyong #NonaPH, tiniyak ng DSWD",,,,,,,,,,@DZMMTeleRadyo
12/21/15 6:34,"Balot ng putik ang ilang lugar sa Baco, Oriental Mindoro na nakaranas ng lagpas-taong baha nang manalasa ang Bagyong #NonaPH.",,,,,,,,,,@saksi
12/21/15 6:34,"Wala na ang Bagyong #OnyokPH o Bagyong #NonaPH pero baha pa rin sa Baler, Aurora dulot ng ulan dahil sa amihan at cold front.",,,,,,,,,,@saksi
12/21/15 2:34,"Halos 10,000 nasalanta ng Bagyong #NonaPH ang nahatiran ng tulong ng Operation Bayanihan ng @gmakf",,,,,,,,,,@24OrasGMA
12/21/15 2:31,"#KapusongTotoo: Ang ating Operation Bayanihan, agad nagsadya sa mga nasalanta ng Bagyong #NonaPH sa Matnog, Sorsogon.",,,,,,,,,,@24OrasGMA
12/20/15 22:33,NDRRMC: 40 patay dahil sa bagyong #NonaPH,,,,,,,,,,@BalitaNgayon
12/20/15 22:07,Death toll sa bagyong #NonaPH tataas pa sa kasalukuyang 40 katao,,,,,,,,,,@NewsCentralPH
12/20/15 14:11,"Pinsala ng bagyong #NonaPH, mahigit ä‰±3-B na. #SuperBalitaSaUmagaNationwide",,,,,,,,,,@dzbb
12/20/15 13:59,"Sa kabuoan 430,801 pamilya ang nailikas, 17,808 ang nasa evacuation centers na 288",,,,,,,,,,@dwiz882
12/20/15 13:55,"Bagyong #NonaPH, nag-iwan ng malaking pinsala sa bayan ng Baco sa Oriental Mindoro.",,,,,,,,,,@UnangHirit
12/19/15 22:13,NDRRMC: P2-B damage ng #NonaPh,,,,,,,,,,@brigadadotph
12/19/15 19:37,Posible raw na brownout sa Pasko sa ilang lugar sa Oriental Mindoro dahil sa lawak ng pinsala dulot ng #NonaPH.,,,,,,,,,,@Balitanghali11
12/19/15 7:28,"Bilang ng mga namatay sa bagyong #NonaPH, tumaas pa",,,,,,,,,,@TVPatrol
12/18/15 21:53,"Halaga ng pinsala sa imprastruktura ng bagyong #NonaPH, nasa mahigit P60 milyon na - ayon sa @DPWHph",,,,,,,,,,@GMAnewsbreaking
12/18/15 19:25,Mahigit 200 paaralan sa buong Oriental Mindoro ang napinsala ng Bagyong #NonaPH,,,,,,,,,,@Balitanghali11
12/18/15 19:01,Nasa state of calamity ngayon ang buong Pilipinas dahil sa pananalasa ng Bagyong #NonaPH.,,,,,,,,,,@Balitanghali11
12/18/15 18:23,NDRRMC: 42 kalsada at  21 tulay ang hindi pa rin madaanan dahil sa bagyong #NonaPH,,,,,,,,,,@dwiz882
12/18/15 18:21,NDRRMC: 132 domestic flights ang nakansela simula noong December 14 dahil sa #NonaPH,,,,,,,,,,@dwiz882
12/18/15 18:12,34 na ang kumpirmadong patay dahil sa bagyong #NonaPH ayon sa NDRRMC,,,,,,,,,,@dwiz882
12/18/15 17:17,"Linya ng komunikasyon, power supply sa Pola, Oriental Mindoro, bagsak pa rin dahil sa #NonaPH",,,,,,,,,,@BalitaNgayon
12/18/15 12:21,"PNoy, nagdeklara ng state of national calamity dahil sa hagupit ni #NonaPH",,,,,,,,,,@GMAnewsbreaking
12/18/15 8:23,"#NonaPH, nag-iwan sa Isabela ng higit P70-M pinsala sa agrikultura ",,,,,,,,,,@TVPatrol
12/18/15 6:31,Umakyat na sa 12 ang naitatalang patay sa Oriental Mindoro dulot ng Bagyong #NonaPH.,,,,,,,,,,@saksi
12/18/15 4:41,"State of Calamity, idineklara na sa lalawigan ng Romblon dahil sa iniwang pinsala ni #NonaPH.",,,,,,,,,,@RomblonNews
12/18/15 4:23,"13 BRGY. SA LA PAZ, TARLAC, NALUBOG SA BAHA KAHIT DI DIREKTANG TINAMAAN NG #NONAPH",,,,,,,,,,@News5E
12/18/15 4:23,"Kumpara sa Bagyong #NonaPH, higit na mas mahina ang hanging dala ng Bagyong #OnyokPH.",,,,,,,,,,@stateofdnation
12/18/15 3:47,"Isa sa mga classrooms na nagiba dahil sa bagyong #NonaPH sa Pola, Oriental Mindoro",,,,,,,,,,@BalitaNgayon
12/18/15 2:25,"Mahigit P70-m, iniwang pinsala ng bagyong #NonaPH sa agrikultura",,,,,,,,,,@TVPatrol
12/18/15 1:54,"#TVPatrol Mahigit 1,500 pamilya na sinalanta ng bagyong #NonaPH, tumanggap ng tulong ",,,,,,,,,,@TVPatrol
12/18/15 1:52,"#TVPatrol Apat na bayan sa Nueva Ecija, lubog pa rin sa baha #NonaPH ",,,,,,,,,,@TVPatrol
12/18/15 1:52,"#TVPatrol  Mga pamilyang lumikas, nagsisiuwian na #NonaPH",,,,,,,,,,@TVPatrol
12/18/15 1:48,"#TVPatrol Pola, Oriental Mindoro, isinailalim sa state of calamity dahil sa Bagyong #NonaPH ",,,,,,,,,,@TVPatrol
12/18/15 1:47,"#TVPatrol 45,000 na bahay, sinira ng bagyong #NonaPH sa Oriental, Mindoro",,,,,,,,,,@TVPatrol
12/18/15 1:46,"#TVPatrol Libu-libong sako ng bigas, nabasa nang matuklap ang bubong ng mga bodega dahil sa bagyong #NonaPH ",,,,,,,,,,@TVPatrol
12/18/15 1:48,#TVPatrol 11 patay noong kasagsagan ng bagyong #NonaPH sa Oriental Mindoro TVPatrol,,,,,,,,,,@TVPatrol
12/18/15 1:48,"#TVPatrol Paghahanap sa 9 nawawala dahil sa Bagyong #NonaPH, patuloy pa rin ",,,,,,,,,,@TVPatrol
12/18/15 1:45,Baka mag- pasko sa dilim ang mga residente ng Northern Samar Na napuruhan ng Bagyong #NonaPH,,,,,,,,,,@24OrasGMA
12/18/15 1:30,"#TVPatrol PNoy, nagdeklara ng State of National Calamity para mapadali ang pagtugon sa pananalasa ng Bagyong #NonaPH",,,,,,,,,,@TVPatrol
12/18/15 1:39,Ilang bangka ang lumubog at nawasak nang manalasa ang Bagyong #NonaPH sa Northern Samar. ,,,,,,,,,,@24OrasGMA
12/18/15 1:38,"#TVPatrol Ekta-ektaryang pananim sa bayan ng Candaba, napinsala #NonaPH",,,,,,,,,,@TVPatrol
12/18/15 1:38,"#TVPatrol 5 bayan sa Pampanga, lubog sa baha, pero marami pa rin ang ayaw lumikas #NonaPH ",,,,,,,,,,@TVPatrol
12/18/15 1:32,5 ang nasawi at 2 ang nawawala  dahil sa landslide dala ng Bagyong #NonaPH. ,,,,,,,,,,@24OrasGMA
12/18/15 1:30,Landslide ang pangunahing naminsala sa ilang bahagi ng Nueva Vizcaya at Nueva Ecija bunsod ng #NonaPH.,,,,,,,,,,@24OrasGMA
12/18/15 0:56,Higit 3000 na ang stranded na pasahero sa iba't-ibang pier dahil sa Bagyong #NonaPH.,,,,,,,,,,@dzbb
12/18/15 0:47,"17 na ang naitalang nasawi sa paghagupit ng Bagyong #NonaPH, ayon sa NDRRMC.",,,,,,,,,,@24OrasGMA
12/18/15 0:24,"Pinsalang dinulot ng #NonaPH, umabot sa higit P900 milyon",,,,,,,,,,@DZAR1026
12/17/15 21:30,"Mga residenteng naapektuhan ng malalakas na pag-ulan sa Aurora, umaapela ng ayuda ",,,,,,,,,,@BalitaNgayon
12/17/15 19:54,Halos 500 na puno ng niyog ang nasira ni bagyong #NonaPH sa bayan ng Corcuera.,,,,,,,,,,@RomblonNews
12/17/15 19:16,Umakyat na sa 9 ang naitalang patay sa Oriental Mindoro dahil sa bagyong #NonaPH.,,,,,,,,,,@Balitanghali11
12/17/15 19:03,Sa Simara Island naman halos wasak rin ang mga bahay na malapit sa dalampasigan. #NonaPH,,,,,,,,,,@RomblonNews
12/17/15 18:47,Sinira ng malalakas ng hangin na dala ng #NonaPH ang ilang establisyemento sa Oriental Mindoro,,,,,,,,,,@Balitanghali11
12/17/15 18:30,Or. Mindoro Gov: 9 patay dahil kay #NonaPH,,,,,,,,,,@DZMMTeleRadyo
12/17/15 18:24,"40,000 bahay, winasak ng bagyong #NonaPH sa Oriental Mindoro ",,,,,,,,,,@bayanmo
12/17/15 17:57,"NDRRMC Usec. Alexander Pama: 165,554 families ang nailikas dahil sa bagyong #NonaPH",,,,,,,,,,@dwiz882
12/17/15 17:33,Lima na ang namatay at dalawa ang nawawala sa Nueva Vizcaya dahil sa Bagyong #NonaPH,,,,,,,,,,@gmanewsfacebok
12/17/15 16:29,"Hindi pa man din tapos manalanta si #NonaPH, entrada naman ngayon si tropical depression #OnyokPH. Maghanda po tayo",,,,,,,,,,@MartinRomualdez
12/17/15 15:22,"Gordon: Ang baha nasa Pampanga at Bulacan, yung mga tubig na galing sa bundok. #NonaPH",,,,,,,,,,@dwiz882
12/17/15 14:23,"Bilang ng nasawi bunsod ng pananalasa ng bagyong #NonaPH, umakyat na sa 8. #SuperBalitaSaUmagaNationwide",,,,,,,,,,@dzbb
12/17/15 13:44,"Lima patay, dalawa nawawala sa pananalasa ng bagyong #NonaPH sa Alfonso, Castaí±eda, Nueva Vizacya. #UnangHirit",,,,,,,,,,@UnangHirit
12/17/15 13:15,"Malaking bahagi ng Gabaldon, N. Ecija, binaha",,,,,,,,,,@TVPatrol
12/17/15 12:15,6 naitalang patay sa pananalasa ni #NonaPH sa N. Samar,,,,,,,,,,@TVPatrol
12/17/15 12:48,PAGASA weather forecaster Jun Galang: Natunaw na po si #NonaPH kahapon. | via @dzbb,,,,,,,,,,@gmanewsbreaking
12/17/15 13:00,4 patay sa Oriental Mindoro dahil kay #NonaPH,,,,,,,,,,@TVPatrol
12/17/15 12:55,9 nawawala matapos pumalaot sa kasagsagan ni #NonaPH,,,,,,,,,,@TVPatrol
12/17/15 12:42,Nagmistulang lati ang Gitnang Luzon gawa ni #NonaPH; napuno ang mga dam,,,,,,,,,,@inquirerdotnet
12/17/15 12:30,"Ilang residente sa Bulan, Sorsogon, pilit na bumabangon mula sa pinsala ng Bagyong #NonaPH.",,,,,,,,,,@UnangHirit
12/17/15 12:25,7 patay sa Oriental Mindoro dulot ng Bagyong #NonaPH,,,,,,,,,,@UnangHirit
12/17/15 12:18,"Pinsalang dulot ng bagyong #NonaPH sa agrikultura, umabot na sa mahigit ä‰±700-M, ayon sa Dept. of Agriculture",,,,,,,,,,@dzbb
12/17/15 12:15,"Malaking pinsalang iniwan ng Bagyong #NonaPH sa Northern Samar, tumambad",,,,,,,,,,@UnangHirit
12/17/15 6:32,Lalong tumambad ang pinsalang iniwan ng Bagyong #NonaPH sa Northern Samar kung saan una itong nag-landfall.,,,,,,,,,,@saksi
12/17/15 5:40,"Pinsala ng Bagyong #NonaPH sa Northern Samar at sa Oriental Mindoro kung saan ito nag-landfall, lalo pang tumambad!",,,,,,,,,,@saksi
12/17/15 5:24,"8 katao, patay sa hagupit ni #NonaPHäóîNDRRMC",,,,,,,,,,@gmanews
12/17/15 4:52,"#RHBalitaAgad #NonaPH, lusaw na! Bagyong 'Onyok', bantay sarado sa PAGASA!",,,,,,,,,,@dzrhnews
12/17/15 4:49,"Sa bayan ng Alfonso Castaí±eda sa Nueva Vizcaya, lima ang naitalang nasawi sa pananalasa ng Bagyong #NonaPH",,,,,,,,,,@stateofdnation
12/17/15 4:30,"Hindi pa nga raw sila nakakabangon sa Bagyong Lando, muli na naman silang hinagupit ng Bagyong #NonaPH.",,,,,,,,,,@stateofdnation
12/17/15 4:07,90% ng mga istruktura sa 24 na mga bayan sa Northern Samar ang napinsala sa pagdaan ng Bagyong #NonaPH.,,,,,,,,,,@stateofdnation
12/17/15 2:57,Pahirapan makapasok sa Aurora Province dahil sa dami ng landslide. #NonaPH,,,,,,,,,,@DZMMTeleRadyo
12/17/15 3:14,"5 patay sa landslide sa Castaí±eda, Nueva Vizcaya",,,,,,,,,,@BalitaNgayon
12/17/15 1:57,"#TVPatrol Nalusaw na ang bagyong #NonaPH, pero papalapit na sa bansa si #OnyokPH.",,,,,,,,,,@TVPatrol
12/17/15 2:11,"#TVPatrol Linya ng komunikasyon sa Masbate at Burias Island, bagsak pa rin #NonaPH ",,,,,,,,,,@TVPatrol
12/17/15 1:47,"#TVPatrol Bilang ng mga bahay na nawasak ng bagyo sa Pinamalayan, aabot sa 15,000 #NonaPH",,,,,,,,,,@TVPatrol
12/17/15 1:45,"#TVPatrol Bilang ng mga bahay na nawasak ng bagyo sa Pinamalayan, aabot sa 15,000 #NonaPH",,,,,,,,,,@TVPatrol
12/17/15 1:38,"#TVPatrol C130 na may kargang relief goods ng DSWD, dumating na sa Northern Samar #NonaPH",,,,,,,,,,@ABSCBNNews
12/17/15 1:38,"#TVPatrol 90% ng mga bahay sa Northern Samar, napinsala ng bagyo #NonaPH ",,,,,,,,,,@ABSCBNNews
12/17/15 1:38,"Mga bahay sa Catarman, winasak ng bagyong #NonaPH ",,,,,,,,,,@News5AKSYON
12/17/15 1:34,"#TVPatrol Gov. Ong: malaking bahagi ng Northern Samar, malubhang napinsala ng bagyong #NonaPH ",,,,,,,,,,@TVPatrol
12/17/15 0:52,"Ilang dam sa Luzon, umabot na sa spilling level dahil sa pag-ulang dulot ng bagyong #NonaPH.",,,,,,,,,,@gmanewstvQRT
12/17/15 0:50,Dalisay: Patuloy po kaming mag-momonitor sa mga sitwasyon kaugnay sa naging epekto ng bagyong #NonaPH,,,,,,,,,,@dzrhnews
12/17/15 0:34,3 patay matapos makuryente sa gitna ng paglilinis sa iniwang pinsala ng bagyong #NonaPH,,,,,,,,,,@gmanewstvQRT
12/17/15 0:28,SIGNAL #1:<newline>Surigao del Sur including Siargao Island<newline>Surigao del Norte<newline>Dinagat Province <newline>Misamis Oriental<newline>Camiguin.<newline>#NonaPH,,,,,,,,,,@PhilppineStar
12/17/15 0:33,"2 patay, 2 nailigtas matapos manatili ng tatlong araw sa dagat dahil sa #NonaPH.",,,,,,,,,,@gmanewstvQRT
12/17/15 0:29,Signal #1<newline>Bukidnon<newline>Lanao del Norte<newline>Lanao del Sur<newline>Misamis Occidental<newline>#NonaPH,,,,,,,,,,@PhilppineStar
