Date ,Tweet,,,,,,,,,,Mention
10/11/13 17:43,"#SantiPH Storm Warning Signals Update: Signal No. 1 naman sa Metro Manila, Ilocos Sur, Mountain Province, Ifugao,... http://fb.me/2yzreo7rW ",,,,,,,,,,@IMReadyPH
10/11/13 16:46,"Yellow Rainfall Advisory: Metro Manila, Laguna, Cavite, Batangas, Northern Quezon, Bulacan, Pampanga, Tarlac, Bataan & Zambales #SantiPH,",,,,,,,,,,@dzIQ990
6/8/16 0:54,#EarthquakePH #EarthquakeNegrosOccidental Earthquake Information No. 1 Date and Time: 18 June 2016 04:40 PM... http://fb.me/4f9lEIVYS ,,,,,,,,,,@phivolcs_dost
8/13/16 6:31,"JUST IN: Niyanig ng 5.0 magnitude na lindol ang Biliran, ayon sa @phivolcs_dost.",,,,,,,,,,@gmanewsbreaking
8/13/16 6:30,"JUST IN: Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10pm. | via @Dennis_Datu",,,,,,,,,,@ABSCBNNews
8/10/16 14:47,"Sarangani, Davao Occidental niyanig ng mag 4 na lindol kaninang 5:52 ng umaga | @phivolcs_dost",,,,,,,,,,@dzIQ990
8/6/16 3:21,"Magnitude 5.4 na lindol naitala sa 15km NE ng Gensan, 5:08pm Sabado; intensity 4 na pagyanig, naramdaman  |@dzmmRP45",,,,,,,,,,@DZMMTeleRadyo
7/29/16 20:38,"Niyanig ng magnitude 7.7 na lindol ang eastern Pacific Ocean kaninang 5 AM, oras sa Pilipinas.",,,,,,,,,,@Balitanghali11
7/29/16 20:13,"Northern Marianas, niyanig ng magnitude 7.7 na lindol! #SuperBalitaSaTanghaliSabado",,,,,,,,,,@dzbb
7/27/16 20:24,"#RadyoPatrol Ormoc City, niyanig ng magnitude 5.2 na lindol",,,,,,,,,,@DZMMTeleRadyo
7/27/16 20:21,"Magnitude 5.2 lindol, tumama sa Ormoc City | Balitaan live http://cnn.ph/1LXc9jG ",,,,,,,,,,@cnnphilippines
7/26/16 19:48,"Magnitude 4.7 na lindol, yumanig sa Surigao Del Norte - DZIQ Radyo Inquirer 990AM https://shar.es/1ZpnSa  | @jay_dones",,,,,,,,,,@dzIQ990
8/14/16 15:06,".@dost_pagasa: (As of 7AM) Mahina hanggang katamtamang pag-ulan, nararanasan sa Cavite, Batangas, Rizal",,,,,,,,,,@DZMMTeleRadyo
8/14/16 15:04,".@dost_pagasa: (As of 7AM) Yellow rainfall warning, nakataas sa Zambales at Bataan.",,,,,,,,,,@DZMMTeleRadyo
8/14/16 14:16,"(2/2) 2,400 km East Northeast ng extreme Northern Luzon na nagpapalakas ng ating habagat.",,,,,,,,,,@DZMMTeleRadyo
8/13/16 22:05,NDRRMC: 5 patay sa hagupit ng habagat http://bit.ly/2beWZcT ,,,,,,,,,,@DZMMTeleRadyo
8/13/16 20:05,#RadyoPatrol NDRRMC: 4 patay sa pag-ulan sa Metro Manila,,,,,,,,,,@DZMMTeleRadyo
8/13/16 15:15,TINGNAN: Abot sa bangketa ang baha sa ilalim ng LRT-1 UN Ave Station sa Maynila | @zhandercayabyab #WeatherPatrol,,,,,,,,,,@DZMMTeleRadyo
8/13/16 15:13,TINGNAN: Abot sa bangketa ang baha sa ilalim ng LRT-1 UN Ave Station sa Maynila | @zhandercayabyab #WeatherPatrol,,,,,,,,,,@DZMMTeleRadyo
8/13/16 15:10,"TINGNAN: Lagpas-bangketa ang baha sa P. Burgos, tapat ng Manila City Hall #WeatherPatrol | via @zhandercayabyab",,,,,,,,,,@DZMMTeleRadyo
8/13/16 14:50,"TINGNAN: Gutter deep ang baha sa R.Papa cor. Rizal Ave sa Tondo, Maynila | via @zhandercayabyab #WeatherPatrol",,,,,,,,,,@DZMMTeleRadyo
8/13/16 6:34,"Magnitude 5 na lindol naganap sa North East ng Culaba, Biliran kaninang pasado 10PM | via @Dennis_Datu",,,,,,,,,,@DZMMTeleRadyo
8/13/16 6:29,"Intensity 5 na pagyanig, naramdaman sa Naval, Biliran | Ulat ni @dzmmRP45",,,,,,,,,,@DZMMTeleRadyo
8/13/16 6:18,"QC DRRMO: 1 patay, higit 3,500 lumikas sa lungsod ng Quezon dahil sa mga pagbaha bunsod ng habagat | via @dzmmRP45",,,,,,,,,,@DZMMTeleRadyo
8/13/16 12:45,Gutter deep ang baha sa ilalim ng LRT-2 Pureza Station sa Maynila #WeatherPatrol | via @zhandercayabyab,,,,,,,,,,@DZMMTeleRadyo
8/12/16 20:05,#RadyoPatrol PAGASA: Luzon at Visayas uulanin pa rin sa susunod na 5 araw,,,,,,,,,,@DZMMTeleRadyo
8/12/16 19:58,"PAGASA: Yellow Warning: The rest of Metro Manila, Rizal, N. Ecija, Bataan, Tarlac",,,,,,,,,,@ABSCBNNews
8/12/16 17:12,"Yellow Warning nakataas rin sa Metro Manila, Rizal, Nueva Ecija, Bataan, Tarlac #WeatherPatrol",,,,,,,,,,@DZMMTeleRadyo
8/12/16 17:12,"(As of 9AM), PAGASA itinaas ang Orange Warning Zambales, Pampanga, Bulacan. #WeatherPatrol",,,,,,,,,,@DZMMTeleRadyo
8/12/16 14:56,TINGNAN: Lagpas bangketa ang baha sa P.Burgos (SBound) tapat ng Manila City Hall #WeatherPatrol | @zhandercayabyab,,,,,,,,,,@DZMMTeleRadyo
8/12/16 9:03,".@dost_pagasa: (As of 1AM) Yellow rainfall warning, nakataas sa Zambales, Bataan, Tarlac, Bulacan, at Pampanga.",,,,,,,,,,@DZMMTeleRadyo
8/12/16 9:01,".@dost_pagasa: (As of 1AM) Orange rainfall warning, nakataas sa Metro Manila, Batangas, Cavite, at Rizal.",,,,,,,,,,@DZMMTeleRadyo
8/11/16 21:41,".@dost_pagasa: Yellow rainfall warning, nakataas sa Metro Manila, Pampanga, Bulacan, Cavite, at Rizal.",,,,,,,,,,@DZMMTeleRadyo
8/11/16 21:41,".@dost_pagasa: (As of 1PM) Orange rainfall warning, nakataas sa Bataan at Zambales.",,,,,,,,,,@DZMMTeleRadyo
8/11/16 18:11,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Northern Mindanao at Davao Region sa loob ng 12 oras.",,,,,,,,,,@DZMMTeleRadyo
8/11/16 18:11,".@dost_pagasa: (As of 10AM) Thunderstorm, maaaring mamuo sa Metro Cebu sa loob ng 12 oras.",,,,,,,,,,@DZMMTeleRadyo
8/13/16 8:30,"#EarthquakePH | 23 min.ago #earthquake 5.0 has hit Leyte (Eastern Visayas), Philippines, 10.0km, 10:05 PM",,,,,,,,,,@philredcross
8/1/16 3:20,#IMReady: Lumabas na ng PAR kaninang umaga ang bagyong #CarinaPH.,,,,,,,,,,@IMReadyPH
7/31/16 19:34,"11AM: Nasa 330km NW ng Laoag, Ilocos Norte ang #CarinaPH. Nasa labas na po 'yan ng PAR - @dost_pagasa",,,,,,,,,,@IMReadyPH
7/31/16 13:39,"PAGASA (5 AM): Tropical Cyclone Warning Signal 1: Benguet, Ifugao, La Union and Pangasinan.",,,,,,,,,,@gmanewsbreaking
7/31/16 13:42,"Tropical Cyclone Warning Signal no. 2: Ilocos Norte, Apayao, Abra, & Northern part of Cagayan including Babuyan Group of Islands #CarinaPH",,,,,,,,,,@ABSCBNNews
7/31/16 13:43,"Tropical Cyclone Warning Signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga... #CarinaPH",,,,,,,,,,@ABSCBNNews
7/31/16 13:37,"(1/2) #CarinaPH signal no. 1: Ilocos Sur, Batanes Group of Islands, Rest of Cagayan, Isabela, Kalinga | via @dost_pagasa",,,,,,,,,,@cnnphilippines
7/31/16 13:36,"#CarinaPH signal no. 2: Ilocos Norte, Apayao. Abra and Northern part of Cagayan including Babuyan Group of Islands | via @dost_pagasa",,,,,,,,,,@cnnphilippines
7/31/16 7:26,Taglay ng bagyong #CarinaPH ang lakas ng hanging aabot sa 100 kph malapit sa gitna at pagbugsong aabot sa 130 kph.,,,,,,,,,,@dzbb
7/31/16 7:26,"As of 10 PM: Namataan ang sentro ng bagyo sa layong 85 km, kanluran hilagang-kanluran ng Aparri, Cagayan.",,,,,,,,,,@dzbb
7/31/16 7:14,"TCWS #1 : Batanes Group of Island, La Union, Pangasinan, Benguet, Ifugao, Mt. Province, Nueva Vizcaya, and Isabela #CarinaPH",,,,,,,,,,@dost_pagasa
3/22/16 23:24,#EarthquakePH Information No. 1 23 Mar 2016 - 02:59 PM Location: Marihatag (Surigao Del Sur) Magnitude: 3.1,,,,,,,,,,@philredcross
3/22/16 5:39,#EarthquakePH Information No.1 22Mar-09:16PM Location:San Julian (Eastern Samar) Magnitude: 2.6 |via @phivolcs_dost,,,,,,,,,,@philredcross
3/16/16 4:05,#EarthquakePH Information No. 1 16Mar-07:39pm Magnitude: 3.4 Location: San Esteban (Ilocos Sur) | via @phivolcs_dost,,,,,,,,,,@philredcross
3/12/16 21:14,#EarthquakePH Information No. 1 13Mar-01:51PM Magnitude:4.7 Location: Paracle (Camarines Norte) | via @phivolcs_dost,,,,,,,,,,@philredcross
3/5/16 22:24,#EarthquakePH Information No. 1 Magnitude: 2.2 Location: Mamburao (Occidental Mindoro) | via @phivolcs_dost,,,,,,,,,,@philredcross
8/14/16 20:19,"5 tao, nasawi sa mga pagbaha bunsod ng hagupit ng Habagat sa malaking bahagi ng Luzon. #SuperBalitaSaTanghaliNationwide",,,,,,,,,,@dzbb
8/14/16 19:35,"FLASH: Magnitude 4.0 na lindol, tumama sa Burdeos, Quezon kaninang 10:50 a.m., ayon kay Dr. Renato Solidum, Jr.",,,,,,,,,,@dzbb
8/14/16 18:39,"JUST IN: Yellow rainfall warning, nakataas sa Zambales at Bataan, ayon sa @dost_pagasa.",,,,,,,,,,@dzbb
8/14/16 18:09,"LIST: Klase sa mga paaralan sa Metro Manila atbp. mga lalawigan, #WalangPasok dahil sa Habagat (as of 10:00 am)",,,,,,,,,,@dzbb
8/13/16 1:13,"PAGASA: Within 5 days, maulan pa rin po dahil sa habagat. Walang tigil. Matagal-tagal pa tayong magtitiis.",,,,,,,,,,@rapplerdotcom
8/5/16 5:45,"Habagat na magpapaulan ngayong weekend, palalakasin ng 2 sirkulasyon",,,,,,,,,,@24OrasGMA
8/2/16 20:00,"#IMReady: Mga Kapuso, unti-unting lumalayo sa bansa ang habagat. Naaapektuhan na lamang nito ang kanlurang bahagi ng Luzon, ayon sa PAGASA.",,,,,,,,,,@Balitanghali11
8/2/16 6:38,GMA Weather: Habagat ang umiiral ngayon sa western section ng #Luzon at #Visayas.,,,,,,,,,,@PanahonNgayon
8/1/16 18:54,"Sa ngayon, walang bagyo sa PAR. Pero ang bagyong Nida (int'l name) na nasa may China, pinalalakas pa rin ng habagat.",,,,,,,,,,@IMReadyPH
8/1/16 17:39,#IMReady: Malakas ang Habagat ngayon na magpapaulan sa buong Luzon at Western Visayas. Epekto pa rin iyan ng nagdaang Bagyong #CarinaPH.,,,,,,,,,,@newstogoGNTV
8/14/16 0:41,"lang lugar sa Luzon at Metro Manila, lubog pa rin sa baha! Ang mga malalaking balita, mamaya sa #24OrasWeekend!",,,,,,,,,,@24OrasGMA
8/12/16 23:44,"Aug. 13- Abot binti pa rin ang baha sa Fugoroso St., cor Oroquieta St., Sta. Cruz, Manila | Bayan Patroller M. Ruí±ez",,,,,,,,,,@bayanmo
8/12/16 23:06,Matinding traffic nararanasan sa tapat ng Manila City Hall dahil sa gutter deep na pag baha sa lugar | @RayaCapulong,,,,,,,,,,@DZMMTeleRadyo
8/12/16 9:22,"Ilang bahagi ng Rizal Avenue, Manila, lubog pa rin sa baha | via @luisitosantos03",,,,,,,,,,@gmanewsbreaking
8/14/16 15:24,"Mga bahay at tindahan ang winasak ng dumaang buhawi sa Sampaloc, Manila | via @GarryDeLeon",,,,,,,,,,@News5AKSYON
8/14/16 4:22,Yu: Nagsimula ang buhawi sa Sampaloc area up to Quiapo up to Baseco area,,,,,,,,,,@DZMMTeleRadyo
8/14/16 4:23,Yu: More or less nasa 100 na bahay ang naapektuhan ng buhawi sa Maynila,,,,,,,,,,@DZMMTeleRadyo
8/14/16 2:46,Isang buhawi ang nanalasa sa ilang bahagi ng Maynila nitong Linggo ng hapon.,,,,,,,,,,@gmanews
8/14/16 20:07,"Kanya-kanyang kumpuni ng bahay ang mga taga-Baseco,Manila mataposn tamaan ng buhawi | via @Dennis_Datu",,,,,,,,,,@DZMMTeleRadyo
8/14/16 6:15,"TINGNAN: Mga nagbagsakang debris & sanga ng puno dahil sa buhawi, nagkalat sa Lacson Ave, Manila  | @hajjikaamino21",,,,,,,,,,@DZMMTeleRadyo
8/14/16 2:21,"Isang buhawi ang namataan sa ilang bahagi ng Manila, ayon kay YouScooper @KarenDaphne",,,,,,,,,,@YouScoop
8/1/16 21:14,Buhawi tumama sa Batac,,,,,,,,,,@manila_buletin
5/30/16 5:07,Ilang lugar sa Mindanao ang sinalanta ng buhawi kasabay ng biglaan at malakas na buhos ng ulan. Inulan din ang Metro Manila ngayong araw.,,,,,,,,,,@stateofdnation
8/14/16 5:01,Lubog pa rin sa baha ang ilang lugar sa Pampanga at Bataan dahil sa pag-ulang dulot ng habagat.,,,,,,,,,,@gmanews
8/13/16 1:31,14 na barangay sa Pampanga ang lubog sa baha dahil sa patuloy na pag-ulan.,,,,,,,,,,@gmanews
8/12/16 23:57,"Taft Avenue-UN Avenue, baha pa rin dahil sa patuloy na pag-ulan. | via @VargasMannysen @dzbb",,,,,,,,,,@gmanewsbreaking
8/12/16 22:50,"TINGNAN: Baha sa San Fransisco del Monte QC, West Riverside #WeatherPatrol | via @julieannking",,,,,,,,,,@DZMMTeleRadyo
8/12/16 21:01,Inilikas ang nasa 41 residente na nakatira sa gilid ng ilog sa QC dahil sa baha dulot ng patuloy na pag-ulan.,,,,,,,,,,@gmanews
8/12/16 20:24,"Agosto 13, Sabado- Gutter-deep ang baha sa Sitio Dalisdis. Brgy. Camuning, Mexico, Pampanga | Kuha ni Emman Dayrit",,,,,,,,,,@bayanmo
8/12/16 20:00,"Hanggang bewang ang baha sa Olongapo Gapan Rd- Dolores, San Fernando, Pampanga, Agosto 13-Sabado.",,,,,,,,,,@bayanmo
8/12/16 15:13,"Malaking bahagi ng Taft Ave sa Maynila ang malinis, walang baha at traffic #WeatherPatrol | via @zhandercayabyab",,,,,,,,,,@DZMMTeleRadyo
8/12/16 14:55,TINGNAN: May kaunting baha sa ilalim ng LRT-1 Quirino Station sa Maynila | via @zhandercayabyab,,,,,,,,,,@DZMMTeleRadyo
8/10/16 14:03,TINGNAN: Baha sa tapat ng Manila City Hall sa may P. Burgos bago mag-Lagusnilad | via @Dennis_Datu #WeatherPatrol,,,,,,,,,,@DZMMTeleRadyo
8/8/16 18:17,"LOOK: Abot-gutter na baha sa Michael st., Kingsville Executive Village, Antipolo, Rizal #WeatherPatrol @ABSCBNNews",,,,,,,,,,@bayanmo
8/14/16 18:40,Buhawi nanalasa rin sa QC; residente muntik nang matangay,,,,,,,,,,@ABSCBNNews
8/14/16 18:19,"TINGNAN: Ilan lamang sa mga naging pinsala ng buhawi sa Baseco, Maynila | via @Dennis_Datu",,,,,,,,,,@DZMMTeleRadyo
8/14/16 17:17,"Baseco, Maynila, pinakagrabeng tinamaan ng buhawi kahapon; mga residente, umaapela ng tulong | via @Dennis_Datu",,,,,,,,,,@DZMMTeleRadyo
8/14/16 15:18,"19 na pamilya sa Baseco Compound sa Maynila na naapektuhan ng buhawi kahapon, nananatili sa isang covered court. | via Carlo Mateo @dzbb",,,,,,,,,,@gmanewsbreaking
8/14/16 6:30,"2 sugatan, 100 bahay naapektuhan ng buhawi sa Maynila",,,,,,,,,,@ABSCBNNews
8/14/16 2:46,Isang buhawi ang nanalasa sa ilang bahagi ng Maynila nitong Linggo ng hapon.,,,,,,,,,,@gmanews
8/13/16 21:21,Lima na ang nasawi habang nasa 70K katao na ang inilikas sa Visayas dahil sa matinding pag-ulang dulot ng habagat.,,,,,,,,,,@gmanews
8/14/16 1:53,"5 tao patay, mahigit 70,000 inilikas dahil sa Habagat - DZIQ Radyo Inquirer 990AM",,,,,,,,,,@dzlQ990
8/13/16 20:09,#RadyoPatrol 413 pamilya inilikas sa Valenzuela,,,,,,,,,,@DZMMTeleRadyo
8/13/16 20:16,"Malonzo: Sa unang landslide, naapektuhan ang 4 bahay at 23 katao.",,,,,,,,,,@DZMMTeleRadyo
8/13/16 20:17,"Malonzo: Apektado ang 2 bahay sa pangalawang landslide sa San Mateo, Rizal. Walang naiulat na nasaktan.",,,,,,,,,,@DZMMTeleRadyo
8/13/16 20:08,#RadyoPatrol 80 pamilya inilikas dahil sa baha sa Malabon,,,,,,,,,,@DZMMTeleRadyo
8/13/16 20:06,#RadyoPatrol La Mesa Dam posibleng umapaw na kapag di pa tumigil ang ulan,,,,,,,,,,@DZMMTeleRadyo
8/13/16 6:01,"80 pamilya, inilikas sa San Mateo, Rizal https://shar.es/1ZREsZ  | @chonayu1",,,,,,,,,,@dzlQ990
8/13/16 2:57,"Pati ospital sa San Fernando City, Pampanga, pinasok na ng baha kaya inilikas ang ilang pasyente. Nakatutok si @triciazafragma7.",,,,,,,,,,@24OrasGMA
8/13/16 2:19,"1,141 pamilya mula sa 10 barangay sa San Mateo, Rizal, inilikas na dahil sa pagbaha - Rizal PDRRMO | via @Dennis_Datu",,,,,,,,,,@ABSCBNNews
8/13/16 2:18,#TVPatrol Inilikas ang mga residenteng nakatira malapit sa Tullahan River.,,,,,,,,,,@ABSCBNNews
8/13/16 1:46,"Bilang ng mga residenteng inilikas sa Marikina dahil sa tumataas na lebel ng tubig sa Marikina River, nasa 6,738 | via @dzbbsamnielsen @dzbb",,,,,,,,,,@gmanewsbreaking
